text,label
Land Mark Mastanchowk Bagalbari,address
062053 95069,phone
Sahara Cycle Store,name
Hardware store,category
"Mahavir Marg, near Aata Chakki Mills",address
074881 14551,phone
CLASSIC TILES & INTERIORS,name
Hardware store,category
"AT- UATTARPALLI ROAD PACHIMPALLY THAKURANJ RAOD, BEFORE SBI, DIST",address
077396 12329,phone
INDIAN HARDWARE,name
Hardware store,category
"Azim Chowk, Kishanganj - Bahadurganj Rd, near Moharmari",address
072505 32896,phone
Tausif Hardware,name
Hardware store,category
"Majhaiya Wakil Tola, Majhiya Rd",address
091220 98800,phone
Roy Sales Agency,name
Hardware store,category
4W5R+VGF,address
094314 64213,phone
Inam traders,name
Hardware store,category
Rahmat para hat,address
099346 04311,phone
Akbar Hardware,name
Hardware store,category
"Ward no.13, Mahingown Kasera",address
093045 93637,phone
JALIL HARDWARE,name
Hardware store,category
"Balwa Fakar, Near Masjid, Market",address
077008 96595,phone
Chand Hardware,name
Hardware store,category
787,address
091178 42922,phone
Appu Hardware,name
Hardware store,category
Marwari college Rd,address
070507 36879,phone
LAXMI SOUND & TENT,name
Hardware store,category
1,address
099399 35224,phone
Helal Distributors,name
Hardware store,category
"Helal Complex, Hotel, Churipatti Rd",address
094318 86019,phone
"Guddu, Hardware Shop",name
Hardware store,category
"4W8J+379, Kishanganj - Bahadurganj Rd",address
099738 67397,phone
ANAND HARDWARE STORE,name
Hardware store,category
"Shop No 1, Dumaria Katihar, Katihar Road, near Durga Mandir",address
076679 90313,phone
Fati Hardware,name
Hardware store,category
"786, Manora",address
089279 55209,phone
Sohail Hardware,name
Hardware store,category
1,address
098322 16616,phone
Rintu Das,name
Hardware store,category
"Shop No 01 Harishchandrapur, near Harishchandrapur Collage",address
082935 42926,phone
MOHAMMADI HARDWARE STORE,name
Hardware store,category
MOHAMMADI HARDWARE STORE,address
084343 67290,phone
Sharma Enterprises,name
Hardware store,category
06,address
070049 51058,phone
MD ABUZAR ALAM,name
Hardware store,category
"Shop No. 001, Kadam Rashul, near Halim Chouk",address
070615 44571,phone
Noor Grill Store,name
Hardware store,category
"01, Illfraz Chowk",address
096930 39056,phone
Md Nasir Alam,name
Hardware store,category
01,address
085217 49066,phone
GARIB NAWAZ TRADING,name
Hardware store,category
"Kishanganj - Bahadurganj Rd, Lahra - Belwa Rd",address
098017 79999,phone
JK HARDWEAR,name
Hardware store,category
"01, GANDHIJI MORE",address
089182 09104,phone
SULTAN TRADERS,name
Hardware store,category
"Shop No-02,Ward No-01, Uttar Pali, near of Sultan Mension Company",address
095235 08394,phone
Mahe Traders,name
Hardware store,category
04,address
094707 31998,phone
VIKASH HARDWARE,name
Hardware store,category
"4W2X+C74, Hospital Rd",address
094316 58439,phone
Shahbaz Hardwear,name
Hardware store,category
"01, Taiabpur",address
072507 17360,phone
Prem Shop,name
Hardware store,category
Hospital Rd,address
091999 04684,phone
KAJAL HARDWERE,name
Hardware store,category
"01, TINMAIL HAT NETAJEE MORE",address
086602 72805,phone
Ania Hardware,name
Hardware store,category
"13, Kishanganj",address
095729 06424,phone
S.R HARDWARE SHOP,name
Hardware store,category
"4W8G+MV7, Lahra - Belwa Rd",address
078609 52716,phone
Royal Marbles,name
Hardware store,category
"Ward No 11 Barbatta, Market, near Kochadhaman",address
099738 06464,phone
Asha Hardware,name
Hardware store,category
02 LODHABARI,address
091234 30046,phone
GULJAR STEEL FABRICATION,name
Hardware store,category
"Shop No 02, Pipla Chowk, Kishanganj - Bahadurganj Rd, near Indian Bank",address
070703 19861,phone
Manjar Hardwear,name
Hardware store,category
"09, haji Chowk",address
062063 58671,phone
SAJJAD HARDWEAR,name
Hardware store,category
"01, Taiyabpur",address
088262 58377,phone
M J TRADING,name
Hardware store,category
Mohiuddin Pur Mohiuddin Pur,address
093048 01159,phone
Neeraj Hardware,name
Hardware store,category
"At Shiwanjani Chowk, Ps",address
075839 93725,phone
Vijay Marble,name
Tile store,category
Chowk,address
06456 222 887,phone
Taniya Tiles,name
Marble supplier,category
"Paschimpali, College Rd, near Nbpdcl",address
062031 94599,phone
Nitco Tiles - Khalid Enterprises,name
Tile store,category
"Lahra, Chowk, Kishanganj - Bahadurganj Rd, nearby Indian Petrol Pump",address
080 3778 4134,phone
ALIYA MARBLE & TILES,name
Tile store,category
SH 99,address
091137 89737,phone
"Greenply Plywood (Jaiswal Glass Emporium) - Best Plywood Shop And Dealer In Gandhi Chowk, Kisanganj",name
Plywood supplier,category
Hospital Rd,address
093550 69171,phone
Balaji Decor,name
Party planner,category
Kagazia Patti Rd,address
087894 83605,phone
Jai Laxmi Stores,name
Home goods store,category
Neem Chand Rd,address
080841 21111,phone
Ridhi sidhi store,name
Party planner,category
"Bihani complex, Neem Chand Rd",address
079032 89682,phone
Ashok Furniture,name
Furniture store,category
192,address
090319 39913,phone
Uphar,name
Gift shop,category
"4X32+G84, Bhagat Toli Rd",address
094318 86101,phone
Aman Dream Home Pvt.Ltd,name
Bicycle Shop,category
"3WQM+C8, Bahadurganj Road",address
095469 62016,phone
ISHITA ENTERPRISES,name
Paint store,category
"Ward No 02, Subhashpally",address
099346 95451,phone
Pappu Store,name
Furniture store,category
Majhiya Rd,address
077830 65665,phone
Maa durga trading,name
Paint store,category
"3XX2+P6F, Station Rd",address
082941 96024,phone
Grace Candle & Company,name
Candle store,category
"mumtaz apartment, nawab road",address
098350 41911,phone
ATIKA STEEL FURNITURES,name
Furniture store,category
"Shop No 2, near by POWER HOUSE",address
062965 62100,phone
Cake_cafe_,name
Cake shop,category
"Daspara, near club",address
090655 85959,phone
Faisal Akhtar,name
Furniture store,category
"Shop No.07 Ward, 01, Churipatti Rd",address
090066 60979,phone
Khushi gift house,name
Store,category
"Pilkhana Rd, opposite Sehat Nursing home",address
085410 06639,phone
MD ABID ANSARI,name
Fabric store,category
Khagra,address
096380 02978,phone
Chillers Point Kishanganj,name
Cake shop,category
"Deorhi Rd, near Heritage School",address
094707 06293,phone
En La Designs,name
Architecture firm,category
"Line Para Rd, near jhulan mandir",address
084201 20299,phone
CHANDAN SHOP,name
Furniture store,category
"Shop No 09, Kishanganj, near Malabar Bajar",address
097335 15652,phone
Standard Pastry Shop,name
Cake shop,category
"Dharamsala, Dharamshala Rd",address
062026 62844,phone
Bakers Feast,name
Bakery and Cake Shop,category
"Vivekanand Nagar New Bharat Nursing Home, Road, near Babosa & Kali Mandir",address
089186 46199,phone
Mio Amore,name
Pastries,category
Hospital Rd,address
084058 24678,phone
RAJ KUMARI,name
Fabric store,category
"Shop No 05, Halim Chowk, AMU Road",address
089723 39768,phone
Star shoe palace,name
Shoe store,category
Saudagar Patti Rd,address
094733 49039,phone
Nice Shoe Store,name
Shoe store,category
"4X32+H92, Bhagat Toli Rd",address
083404 84173,phone
Bata Shoe Store,name
Shoe store,category
"ASHA NAND COMPLEX, Hospital More, 2",address
082328 88754,phone
JAI HIND SAINIk & Civil Store,name
Shoe store,category
KHAGRA CHOWK,address
079033 97870,phone
Metro Foot Wear,name
Shoe store,category
Churipatti Rd,address
079034 04075,phone
Afroj Shoe Store,name
Shoe store,category
Khagra Mela,address
062873 55137,phone
Bengal Footwear,name
Shoe store,category
"Shop No 01, near Tulshihata High School",address
070768 62619,phone
Royal Looks Fashion,name
Shoe store,category
09 Kishanganj,address
080928 68555,phone
Maswood Footwear,name
Shoe store,category
416,address
099349 90919,phone
Ataur Shoes,name
Shoe store,category
06,address
080840 65060,phone
IMRAN FOOTWEAR,name
Shoe store,category
"Churi patty, Pilkhana Rd",address
085410 07297,phone
SABBIR FOOTWEAR,name
Shoe store,category
"3WRQ+3XW, Majagama",address
095084 04694,phone
ERAM FOOTWEAR,name
Shoe store,category
"01, Madarsa Road",address
062050 94771,phone
Numair Footwear,name
Shoe store,category
janta hat,address
084095 00589,phone
Sai kero gas agency,name
Appliance store,category
"Behani complex, Neem Chand Rd",address
079922 75853,phone
Sanjay gas repair,name
Gas shop,category
near shani mandir,address
094708 67277,phone
Lakshya Water Treatment,name
Hardware store,category
Railway Station Railway Station,address
096610 22607,phone
MOHIT RO,name
Water Filter Supplier,category
"Thakurbari Rd, near ganga babu chowk",address
082715 62744,phone
NAINA MOBILE KISHANGANJ,name
Stationery store,category
"Oriental public school, Tegharia Rd",address
079035 60577,phone
Bharat Book Depot,name
Book store,category
"4X32+66V, Bhagat Toli Rd",address
094306 82639,phone
Commercial Book Centre,name
Book store,category
"Bhagattoli Raod, Kishanganj Bazaar Rd",address
089870 64264,phone
SEN STATIONERY,name
Stationery store,category
near Kabir Chowk,address
085858 16465,phone
Roji Library,name
Book store,category
01,address
096353 65008,phone
Gupta Book Depot,name
Book store,category
"4X24+7CX, Park Road, Dharamganj Chowk",address
094704 66856,phone
Jain Printers,name
Commercial printer,category
Bhagat Toli Rd,address
087579 32704,phone
Shiwani Store,name
Stationery store,category
"02, Kishanganj Kathiar",address
094722 43602,phone
Shine Indian Book Centre,name
Book store,category
"Bhagat Toli Rd, near Indian bank",address
091226 95896,phone
City store,name
Optical Wholesaler,category
"4X32+Q86, Saudagar Patti Rd",address
091626 33148,phone
Moulvi Book Centre,name
Stationery store,category
"04, Bakali Basti Rd",address
083401 93980,phone
Knowledge Point Book Store,name
Book store,category
"3WGC+VQW Shankar Motors pvt.ltd, Rampur - Hawai Adda Rd",address
085398 90842,phone
Stationary Store,name
Stationery store,category
"Moudho bhebha, bhatta chowk",address
062020 76072,phone
Ayush Agency,name
Book store,category
Dahi Patti Rd,address
077669 97667,phone
R K Store,name
Book store,category
Kishamganj,address
075859 54375,phone
jyoti metal stores,name
Shopping mall,category
"4X32+P9H, Saudagar Patti Rd",address
06456 222 539,phone
Prakash Stores (HAWKINS Dealer),name
Countertop store,category
"Hospital Road,",address
094312 32215,phone
"Hulash Chand Manik Chand,Near Rajbari Mall",name
Countertop store,category
Neem Chand Rd,address
080026 91635,phone
Mahamaya Sweets And Snacks LLP,name
Restaurant,category
"Jamuna Market, Neem Chand Rd",address
094309 94111,phone
Shyam Misthan Bhandar,name
Sweet shop,category
Neem Chand Rd,address
070334 55929,phone
Adarsh Mistan Bhandar,name
Indian sweets shop,category
"Day Market - Poawakhali - Jiyapokhar Rd, Bandar Jhula",address
088776 43729,phone
Giridhari sweets & snacks,name
Sweet shop,category
Fal Chowk bazar,address
070040 22307,phone
Krishna Sweets,name
Indian sweets shop,category
Bahadurganj,address
099346 95357,phone
Akram Sweets,name
Tea store,category
"786, Rampur Chandni Chok",address
095635 84890,phone
Cake and Bake: The Pastry Shop,name
Bakery and Cake Shop,category
"Mahavir marg, Caltax Chowk, near Bharat Nursing Home",address
084058 24678,phone
Tanbiralam,name
Sweet shop,category
"Cycle store, Near Majgama, majgama, hat",address
091991 44070,phone
raj dog store,name
Pet supply store,category
3WRQ+M9R,address
073529 94017,phone
MUJAHID CHICKEN SHOP,name
Veterinarian,category
"5, Pawerhouse",address
062047 57248,phone
Metropolis Labs | Blood Test & Diagnostic Centre in Kishanganj,name
Medical laboratory,category
"Ward No. 2, Marwari college Rd",address
033 6812 0042,phone
Delhi Pathology Lab Kishanganj,name
Medical laboratory,category
"Paschimpali, near state bank of india",address
099396 43723,phone
Metropolis Labs | Blood Test & Diagnostic Centre Kishanganj,name
Medical laboratory,category
"Ground Floor, Dharamshala Rd",address
033 4083 7905,phone
Redcliffe Labs - Collection Center,name
Medical laboratory,category
"Ground Floor, Dharamshala Rd, near Rail Gate",address
079 6928 5507,phone
Dr Lal PathLabs - Patient Service Centre,name
Diagnostic center,category
"Ward No 3, Infront of Borges Diagnostic Centre, Chowk, Paschimpali Road",address
080 6264 5570,phone
Thyrocare centre,name
Laboratory,category
"MAZAR CHOWK, College Rd",address
070049 64730,phone
Suraksha Diagnostic Center,name
Diagnostic center,category
"Insan School Rd, behind Daftari Palace, opp. J.D Motors",address
086373 99795,phone
Shri Pathological Laboratory,name
Pathologist,category
CALTAX CHOOK KISHANGANJ,address
070611 11101,phone
KHAN LAB,name
Diagnostic center,category
04,address
096939 59438,phone
Apollo Diagnostics,name
Diagnostic center,category
"Nahid Complex, near Marwadi college",address
096061 12399,phone
Rangoli Video Mixing Lab,name
Video editing service,category
"Dey-Market, Hospital Rd",address
094314 11601,phone
Akram Lab,name
Diagnostic center,category
Churipatti Rd,address
079034 50732,phone
JANTA DIGITAL X-RAY CENTER,name
X-ray lab,category
RLY COLONY QTR .NO - E/136/B,address
070046 39914,phone
M S Pathology Lab,name
Pharmacy,category
"2, JALALGARH, PURNEA",address
096616 54258,phone
Utpal Mixing Lab,name
Homeless service,category
02,address
095085 85899,phone
Lab And Medicine Store,name
Pharmacy,category
06 Kishanganj,address
090060 33016,phone
Metropolis Labs | Blood Test & Diagnostic Centre in Kishanganj,name
Diagnostic center,category
"Ward No. 2, Marwari college Rd",address
033 6812 0042,phone
Metropolis Labs | Blood Test & Diagnostic Centre Kishanganj,name
Diagnostic center,category
"Ground Floor, Dharamshala Rd",address
033 4083 7905,phone
Citycare Diagnostic,name
Diagnostic center,category
"212 Paschimpali, near Radiant Hospital",address
093042 74629,phone
Alam Diagnostic & Imaging centre,name
Diagnostic center,category
"Nashim building, College road, Churipatti Rd, near by N.B Nursing home",address
062064 81072,phone
Redcliffe Labs - Collection Center,name
Diagnostic center,category
"Ground Floor, Dharamshala Rd, near Rail Gate",address
079 6928 5507,phone
Ahmad Diagnostic Centre,name
General store,category
"Kishanganj Pir, khan Rd",address
079798 60570,phone
S.M Diagnostic Centre,name
Homeopath,category
05 Kishanganj,address
079030 32581,phone
"Agilus Diagnostics- Mohiuddin Pur, Kishanganj",name
Diagnostic center,category
"Mazar Chowk, College Rd",address
070049 64730,phone
Wellness Diagnostic Centre,name
Pharmacy,category
"College Road Collage Road, Churipatti Rd",address
075499 76718,phone
Paras Medical Hall,name
Medical Center,category
"4W4X+GGV, Pilkhana Rd",address
089872 16671,phone
Shafa Diagonostic,name
Diagnostic center,category
06 Kishanganj,address
070024 89342,phone
Apollo Diagnostics,name
Diagnostic center,category
"Line Para Main Rd, beside Das Communication, near Hanuman Mandir",address
096061 12399,phone
Grocery Mart,name
Indian grocery store,category
College Rd,address
079798 32453,phone
Mantu Milk Parlour,name
Grocery store,category
"Ward no. 01, Hawaii Adda Rd",address
094708 43594,phone
Khushboo General Stores,name
Grocery store,category
"A K Stores, Bank Rd",address
070501 08481,phone
